OBJECTID,Bus Stop ID,Stop Number,LTAR,Location,Accessible,Bus PadID,FDMID,Feature Code,Source Date,Source Accuracy,Add Date,Modified Date,Bus Stop Status,Source Date,Plowed by HRM,Winter Maintenance Zone,Winter Maintenance Route,Winter Maintenance Level of Service,Winter Treatment Material,Winter Maintenance Comments,GLOBALID,Winter Maintenance Add Date,Winter Maintenance Modified Date,Date Last Inspected,x,y
2090,BS503,6730,Y,Gaston Rd Before Marilyn Dr (6730),N,CPD837,200002206,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,E2,GR,PRI2,,STAND ALONE,d3aed609-706a-4ce6-95b4-f406bd0688e9,2/22/2017 12:00:00 AM,1/29/2020 12:00:00 AM,,-7072722.4772,5568919.6421
2091,BS182,6483,Y,Colford Ave Before Akerley Blvd (6483),N,CPD733,200003194,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,E1,BLR,PRI2,,STAND ALONE,7f7722c8-e18e-4522-b6f0-1fdb98c0686b,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,,-7078463.2723,5577055.025
2093,BS1964,6538,Y,Crichton Ave After Ochterloney St (6538),A,CPD2050,200000787,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R1,PRI2,,,7ce298fd-ed9d-4fd4-8add-8e863da3d322,2/22/2017 12:00:00 AM,8/30/2019 12:00:00 AM,,-7075924.2108,5569933.8789
2094,BS2755,7446,Y,Washmill Lake Dr Before Bently Dr (7446),A,CPD2714,700003921,TRBSAC,TRANSIT,XY,7/12/2018 12:00:00 AM,7/11/2023 11:33:03 AM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI1,,Surface btwn curb and s/w,a3764de2-0130-4f79-b275-b94df142b3c4,12/17/2018 12:00:00 AM,,,-7086191.2522,5566562.9343
2095,BS1482,6050,Y,Astral Dr Before Caldwell Rd (6050),A,CPD1780,200003110,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,29f5baf9-8205-4e77-bc46-14d6e68f2710,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7067544.2963,5567649.7863
2096,BS1925,8507,Y,Clarence St Before Johnson Rd (8507),I,CPD2136,200002682,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,8fbebd76-0d83-499e-ab4b-df910f64912e,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7065271.5256,5581178.8748
2097,BS1116,8271,Y,Shore Rd After Romkey Dr (8271),A,CPD204,200001798,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,SHELTER,670050a9-be0b-43c9-9bf5-088baabb793d,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2016 12:00:00 AM,-7065899.0661,5559343.3863
2098,BS3554,2292,Y,Wilkinson Ave Before Cutler Ave (2292),A,,,TRBSAC,TRANSIT,IN,11/21/2023 3:08:09 PM,12/4/2024 1:16:26 PM,INS,11/20/2023 12:00:00 AM,Y,E2,,,SALT,,a66e3082-bcdc-412d-8668-288160e03f5d,,,,-7076206.8163,5577397.2925
2099,BS2376,6248,Y,Bedford Hwy At Dakin Dr (6248),I,CPD2362,700005284,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,5/28/2024 1:51:41 PM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,943a8f4a-30f4-407f-a852-9e2033c52db1,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7086523.6752,5572308.1888
2101,BS2228,6828,Y,Hammonds Plains Rd At Civic 1858 (6828),N,CPD2216,700001280,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,2b2cdcd2-2481-48e6-920d-c4e2df92ab45,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2015 12:00:00 AM,-7099040.7123,5579716.1367
2102,BS1367,8889,Y,Acadia St After Ragus Rd (8889),N,CPD1536,200000683,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,E2,GR,PRI2,,STAND ALONE,9d3dd95e-bd9c-4ed1-8754-0086a7271d3d,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,,-7073908.5183,5567681.2912
2103,BS2391,6263,Y,Bedford Hwy Before River Ln (6263),A,CPD2370,100001806,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,,15c48b42-25fd-4ce8-a23f-3af735fa74e0,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7085954.0631,5580306.2944
2104,BS1435,8785,Y,Hwy 7 After This St (8785),N,CPD1668,400000322,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,80538fff-12a7-4cca-a4cb-65d976165d51,10/10/2019 12:00:00 AM,,,-7047119.1486,5580491.4753
2106,BS1471,6039,Y,Arklow Dr At Civic 371 (6039),N,CPD1770,200001671,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,1/18/2017 12:00:00 AM,Y,WSZ1,,PRI2,,STAND ALONE,a2d4df12-3ec5-4c27-97c9-bc3acfc8f4f8,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7067088.3778,5571352.6714
2107,BS24,8921,Y,Hwy 7 Before Robina Dr (8921),N,CPD485,700002698,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,752bdc5f-275e-4f23-9e45-3575a360f953,10/10/2019 12:00:00 AM,,,-7056674.0829,5579768.533
2109,BS1072,8858,Y,Wright Ave After John Savage Ave (8858),A,CPD1443,700006210,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R4,PRI2,,,1f24e700-4fe8-4e47-9711-84ed12497a19,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7077563.9775,5575824.8019
2110,BS2758,2005,Y,Knightsridge Dr After Flamingo Dr (2005),A,CPD2729,300000166,TRBSAC,TRANSIT,XY,7/12/2018 12:00:00 AM,7/11/2023 11:33:03 AM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI2,,Surface btwn curb and s/w,7ee1da57-69a5-422a-ab77-b8f6a0aa4a3e,12/17/2018 12:00:00 AM,,,-7086636.4114,5570157.4851
2112,BS1459,7168,Y,Main Ave Before Borden St (7168),A,CPD261,300003357,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,W3,BLR,PRI2,,SHELTER - STAND ALONE,f8e08abb-0bb7-48ef-b3e2-b2d12a7e8a99,2/22/2017 12:00:00 AM,2/19/2020 12:00:00 AM,1/1/2014 12:00:00 AM,-7084267.254,5567755.1796
2113,BS1232,8699,N,Pratt and Whitney Dr Before Civic 189 (8699),N,CPD1590,100001256,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,85ae6c5c-6dc0-45b0-92d5-f983e8fbeac7,10/10/2019 12:00:00 AM,,,-7073619.8464,5599651.5399
2115,BS1078,8863,Y,Wright Ave After Mellor Ave (8863),A,CPD1449,700006211,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R4,PRI2,,,6e347361-f8c7-4d70-a245-665c77304818,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7077626.7757,5575792.5365
2116,BS2212,8453,Y,Waverley Rd Opposite Hemlock St (8453),N,CPD2200,200001638,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/30/2016 12:00:00 AM,Y,WSZ1,,PRI2,,STAND ALONE,d55ce6f6-8abe-4b25-8db1-a639ddae9425,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7074066.3597,5576215.9354
2117,BS2752,6722,Y,Washmill Lake Dr Before Abercrombie Lane (6722),A,CPD2717,700007072,TRBSAC,TRANSIT,XY,7/12/2018 12:00:00 AM,7/11/2023 11:33:03 AM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI1,,Surface btwn curb and s/w,f482334d-17e9-4c96-9e40-5e6ddac2fa8c,12/17/2018 12:00:00 AM,,,-7085730.7825,5566526.585
2118,BS2176,6099,Y,Barrington St Before Glebe St (6099),N,CPD2175,300000159,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,9f176a77-9791-41f5-ada3-154171e50a40,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7080508.071,5570099.5062
2119,BS1599,7608,Y,Bridge Terminal Bay 8 (7608),A,CPD1624,700010363,TRBSTMAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,BLDG,,,,BUS TERMINAL,1090e111-5c74-40a2-87b9-816f43a3d6e0,2/22/2017 12:00:00 AM,,,-7076976.8972,5569751.628
2120,BS2175,6098,Y,Barrington St Before Vestry St (6098),A,CPD2174,300000159,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,7f3384cf-6aac-40d2-a67e-c41c2951d1b7,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7080487.7332,5570078.3269
2121,BS604,8036,Y,Portland St After Chestnut Ln (8036),A,CPD1065,700004028,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,3c3ad0dd-be02-4696-b0f7-a2ddcc15d387,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,,-7073540.7324,5569630.237
2123,BS925,6931,Y,Highfield St After Punch Bowl Dr (6931),A,CPD1156,300002419,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,b7da47f3-07dd-4c94-9bf8-2bad04879b9e,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7081883.1314,5562967.7186
2125,BS3467,2200,Y,Columbo Dr After Civic 33 (2200),N,CPD3043,200002560,TRBSAC,TRANSIT,XY,10/21/2021 3:12:49 PM,7/11/2023 11:33:03 AM,INS,10/19/2021 12:00:00 AM,Y,WSZ1,,PRI2,,,3f1d37bb-74ac-4250-873a-77c8dc9e22ad,11/22/2021 12:00:00 AM,6/1/2022 12:00:00 AM,,-7073671.8645,5575151.4821
2127,BS1744,8215,Y,Robie St Before Russell St (8215),A,CPD1826,300000699,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,33c8016e-9b9e-4b2c-b5ba-b27ace6133ff,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7080011.745,5567958.9255
2129,BS2322,6499,Y,Connaught Ave After Chisholm Ave (6499),A,CPD428,700005017,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RA,PRI2,,SHELTER,f5078f66-0ee2-4a5a-b4c3-7718012e1159,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7082031.4494,5567921.7315
2130,BS1624,8538,Y,Windmill Rd Opposite Dawson St (8538),A,CPD1641,200000332,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R2,PRI2,,,0dcf2004-3fc1-41b6-9e0a-f2bb6f8c36e0,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7078016.3437,5569500.2941
2131,BS2341,6276,Y,Bedford Hwy At Kent Ave (6276),N,CPD2442,300000007,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,880f5fbd-a23f-4c85-ba72-b134cc5249ce,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7086590.2669,5572963.9091
2132,BS40,7311,Y,Sackville Dr Before Sackville Cross Rd (7311),A,CPD549,100001938,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,9b78a316-f807-4efb-832c-148cbce0198d,2/22/2017 12:00:00 AM,,,-7089301.6942,5585015.4153
2134,BS2665,6299,Y,Cobequid Terminal Bay 2 (6299),A,CPD311,100002559,TRBSTMAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,BLDG,,,,,2864b101-abbe-466d-b967-361148be3f65,2/22/2017 12:00:00 AM,11/16/2020 12:00:00 AM,1/1/2018 12:00:00 AM,-7086938.1873,5582885.2907
2135,BS3535,2303,Y,Flamingo Dr After Dove St (2303),A,,,TRBSAC,TRANSIT,IN,11/21/2023 2:19:48 PM,12/4/2024 1:16:26 PM,INS,11/20/2023 12:00:00 AM,Y,SWZ7,,,SALT,,b462a9e2-626a-4c19-81a1-70c9f5291c86,,,,-7085817.4634,5569807.7142
2137,BS2727,6491,Y,Gary Martin Dr Before Capstone Cr (6491),A,CPD2562,700007959,TRBSAC,TRANSIT,XY,6/28/2017 12:00:00 AM,1/29/2026 1:45:38 PM,INS,8/1/2017 12:00:00 AM,Y,WSZ3,,PRI2,,,0189ea19-8f74-4010-aae3-f1a3829089f2,9/21/2018 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2017 12:00:00 AM,-7091741.5681,5577248.8265
2138,BS1754,8495,Y,Willett St Opposite Glenforest Dr (8495),A,CPD1834,300000853,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,823f6ea8-d7d2-444f-8d45-a3bc260f5a7f,2/22/2017 12:00:00 AM,,,-7085371.238,5567579.4786
2139,BS528,6353,Y,Caldwell Rd After Hampton Grn (6353),A,CPD854,200001304,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,55ff6b85-f002-4da7-b7f2-031bc263818b,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7068863.5079,5569479.9363
2140,BS1177,6288,Y,Bedford Hwy After Watervista Ln (6288),A,CPD186,700003798,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,1/18/2017 12:00:00 AM,Y,SWZ7,,PRI2,,SHELTER,de6e227d-d3d0-45d1-b06c-2375f888c14f,2/22/2017 12:00:00 AM,,1/1/2014 12:00:00 AM,-7085572.8812,5571135.7423
2141,BS1204,7121,Y,Lancaster Dr Before Dragonfly Ln (7121),N,CPD1289,300002699,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,cca1d7e7-ea81-40f5-b508-ec63cf4e9376,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7075678.5158,5553440.5836
2142,BS3168,2041,Y,Old Sackville Rd After Madeline Ave (2041),N,CPD2827,100000188,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI2,,STAND ALONE,8e987d75-41bc-4b51-a008-8277132b1c06,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7089240.826,5584265.806
2144,BS711,6888,Y,Herring Cove Rd After Tanglewood Ln (6888),I,CPD1037,700008660,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,2/20/2025 4:58:43 PM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,9b0a57b3-0cf0-4be7-bf23-750a139d5bd7,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7076826.5162,5554528.6259
2145,BS2773,8704,N,Pratt And Whitney Dr At Civic 645 (8704),N,CPD2534,100001266,TRBSAC,TRANSIT,XY,4/27/2018 12:00:00 AM,7/11/2023 2:30:44 PM,INS,4/27/2018 12:00:00 AM,N,NA,,,,,def97be5-3291-467c-805f-7cfe369bbed2,10/10/2019 12:00:00 AM,,1/1/2016 12:00:00 AM,-7072538.9228,5601470.963
2146,BS1851,6439,Y,Cobequid Rd After Judy Anne Ct (6439),A,CPD2013,100001347,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,c3ca214f-5a12-4223-90fb-1430eebe89ad,2/22/2017 12:00:00 AM,,,-7085756.1546,5584100.5257
2147,BS2678,8941,Y,Penhorn Terminal Bay 2 (8941),A,CPD453,700010479,TRBSTMAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,BLDG,,,,BUS TERMINAL,e828896a-d694-4366-be75-72c6ba7de04f,2/22/2017 12:00:00 AM,,,-7073088.4696,5569835.2318
2148,BS403,7258,Y,Mt Edward Rd After Brigadoon Ave (7258),A,CPD921,200000043,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,081ecfe3-fbd5-4835-94d9-9a2b025e45df,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7070720.3748,5571876.3099
2149,BS1846,8232,Y,Rockingstone Rd At Civic 26 (8232),A,CPD1908,300003338,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,8/19/2025 10:36:54 AM,INS,,Y,WSZ4,,PRI2,,,ae3b896a-476a-4b72-b35f-e07c28c81ad7,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082512.3104,5560076.5594
2150,BS343,8753,Y,Beaver Bank Rd After Civic 632 (8753),N,CPD618,700006796,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,93efea40-03f1-499a-b11a-83775fa103ba,2/22/2017 12:00:00 AM,,,-7089516.3922,5592185.043
2151,BS2035,6393,Y,Chain Lake Dr At Civic 201 (6393),A,CPD1976,700005385,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ4,,PRI2,,,895362fb-0623-403d-99e7-676207b42ce5,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7088303.0047,5566442.0317
2152,BS2667,8140,Y,Highfield Terminal Bay 1 (8140),A,CPD163,700010391,TRBSTMAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,BLDG,,,,BUS TERMINAL,502e59ea-136f-42ea-9b7a-ff604fba527e,2/22/2017 12:00:00 AM,11/16/2020 12:00:00 AM,1/1/2014 12:00:00 AM,-7078718.7743,5571981.4396
2154,BS1329,8846,Y,Baker Dr After Basswood Run (8846),A,CPD1500,700006969,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,36d27597-a609-4612-a3db-35a00179f12e,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7072046.2781,5567494.834
2155,BS842,6001,Y,Akerley Blvd At Civic 75 (6001),A,CPD1256,700004256,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,HRM2,R3,PRI2,,,cd3df0f7-09d9-42a4-8e54-aaeb0c289493,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7079453.6851,5576463.2857
2156,BS2088,6369,Y,Caledonia Rd Before Paul David Ct (6369),A,CPD2262,200001659,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,836d1a3c-48f5-464e-9397-8487afc406b5,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7072445.4023,5573157.4962
2158,BS1119,8329,Y,Spring Garden Rd Before Carlton St (8329),A,CPD1359,300001860,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,HRM1,R4,PRI2,,SHELTER,e33c8ce5-fe28-46b0-8faa-29ebf779562c,2/22/2017 12:00:00 AM,,1/1/2016 12:00:00 AM,-7078226.3356,5565177.314
2159,BS4443,2361,Y,Lacewood Dr Before Braemount Dr (2361),A,CPD3181,,TRBSAC,Transit,XY,8/26/2025 11:43:39 AM,8/26/2025 11:51:54 AM,INS,,Y,SWZ7,,PRI2,,,3359525e-91ff-4dce-b0d4-679e80519b3f,,,,-7085391.5608,5568801.0334
2162,BS1869,8040,Y,Portland St After Jersey Dr (8040),A,CPD2022,700004465,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/18/2017 12:00:00 AM,Y,WSZ1,,PRI2,,,e82da2de-d09e-4118-a5d0-e0b59c3fbc51,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7071224.3504,5570036.9688
2163,BS41,7312,Y,Sackville Dr At Civic 475 (7312),A,CPD550,100001940,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,b0c4eb7e-c004-45da-8b2f-4434e02278d5,2/22/2017 12:00:00 AM,,,-7088821.1255,5584667.3079
2165,BS1738,7088,Y,Lady Hammond Rd Opposite Basinview Dr (7088),A,CPD278,300000377,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RB,PRI2,,SHELTER,6333b92b-0407-4875-a343-4cbb04a11c3d,2/22/2017 12:00:00 AM,10/25/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7081621.7212,5568962.6682
2166,BS3558,2288,Y,Jennett Ave After John Savage Ave (2288),A,,,TRBSAC,TRANSIT,IN,11/21/2023 3:09:32 PM,2/27/2026 6:42:34 PM,INS,11/20/2023 12:00:00 AM,Y,E2,,,SALT,,191df913-dc98-45be-9512-e0d66a4d74c1,,,,-7077532.9106,5576528.4756
2167,BS2320,6497,Y,Connaught Ave Before Chester Ave (6497),A,CPD2429,700005009,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,9043516e-6dfd-439e-994a-14dc8f015dc0,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7081799.6324,5567351.835
2168,BS2779,9066,Y,Baker Dr After Lindenwood Terr (9066),A,CPD1498,700003365,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,2/24/2026 6:43:22 PM,INS,1/18/2017 12:00:00 AM,Y,WSZ1,,PRI2,,,f6ab59f2-d966-46eb-9cc9-29278b7dc069,10/10/2019 12:00:00 AM,6/1/2022 12:00:00 AM,,-7072164.8308,5568279.8479
2170,BS3326,2195,Y,Southgate Dr Before Stockton Rg (2195),A,CPD2967,700006917,TRBSAC,TRANSIT,IN,3/11/2020 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ3,,PRI2,,,1514b9ce-e7dd-4bea-87ba-4b814cadfe46,11/17/2020 12:00:00 AM,,1/1/2019 12:00:00 AM,-7088821.9324,5575293.6743
2173,BS939,8146,Y,Quinpool Rd Before Poplar St (8146),A,CPD1168,300001711,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,6051b1c0-b9b1-4dd2-9e06-889c94b8b7dd,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7080342.0349,5565604.0119
2174,BS729,6026,Y,Alderney Dr After Church St (6026),A,CPD133,200000585,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R1,PRI2,,SHELTER,5896c5ae-dcca-4ee6-98f3-7826bbf61650,2/22/2017 12:00:00 AM,8/30/2019 12:00:00 AM,,-7076748.1129,5569131.7935
2175,BS2001,7003,Y,Johnson Rd At Civic 60 (7003),N,CPD2080,700003150,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,6601b0dc-9994-4c3b-93bd-4bc53ae9ad4c,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7065047.891,5580756.4588
2176,BS703,8372,Y,Tamarack Dr Opposite Medina Ct (8372),I,CPD1030,300003422,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,35e090f5-99d7-4949-8e55-77b7a10bd2c0,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7083094.1103,5563393.2212
2177,BS2149,6556,Y,Dartmouth Rd Before Ridgevale Dr (6556),A,CPD2156,100001163,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,,389f9c45-c58b-466a-ab5b-bb7ab50c6bbc,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7085433.8379,5578864.1701
2178,BS749,6773,Y,Gottingen St After Cogswell St (6773),A,CPD937,700000662,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,adc5f2bf-2a5b-4774-8685-efc99f181dcf,2/22/2017 12:00:00 AM,10/15/2019 12:00:00 AM,,-7077878.0804,5566733.0759
2180,BS376,6194,Y,Bayers Rd At Bayers Rd Centre (6194),A,CPD85,300000988,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RA,PRI2,,SHELTER,680d9d94-509b-49aa-afc8-158ed16eda11,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,1/1/2017 12:00:00 AM,-7082882.2685,5567177.3002
2182,BS3295,2197,Y,Hammonds Plains Rd Before Bedford Highway (2197),A,CPD2954,100000548,TRBSAC,TRANSIT,IN,2/14/2020 12:00:00 AM,6/9/2025 11:12:56 AM,INS,2/13/2020 12:00:00 AM,Y,WSZ3,,PRI2,,,2f0707ea-f471-44cc-81c8-5c27d32008cf,2/13/2020 12:00:00 AM,,1/1/2020 12:00:00 AM,-7088668.9646,5576784.3748
