OBJECTID,Bus Stop ID,Stop Number,LTAR,Location,Accessible,Bus PadID,FDMID,Feature Code,Source Date,Source Accuracy,Add Date,Modified Date,Bus Stop Status,Source Date,Plowed by HRM,Winter Maintenance Zone,Winter Maintenance Route,Winter Maintenance Level of Service,Winter Treatment Material,Winter Maintenance Comments,GLOBALID,Winter Maintenance Add Date,Winter Maintenance Modified Date,Date Last Inspected,x,y
78,BS2285,7474,Y,Main Rd After Hines Rd (7474),A,CPD2341,200003117,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,68f895d5-1f56-45d8-8be1-4b8ed2498917,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7070250.765,5562699.1049
79,BS1868,8039,Y,Portland St Before Pleasant St (8039),A,CPD2021,200000760,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/23/2017 12:00:00 AM,Y,SWZ8,,PRI2,,,b07cda24-6fef-47f0-8276-106342050fc2,2/22/2017 12:00:00 AM,,,-7075374.6444,5569538.5856
80,BS58,8722,Y,Beaver Bank Rd After Rosley Rd (8722),A,CPD566,100000740,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,36cb22e7-e471-4f43-9c2f-5078f1531dda,2/22/2017 12:00:00 AM,,,-7089364.5972,5597119.993
81,BS1990,7371,Y,Novalea Dr Before Leeds St (7371),A,CPD2070,300000199,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,62d2a375-ce46-463a-8a6a-ba8c993c25bf,2/22/2017 12:00:00 AM,10/25/2019 12:00:00 AM,,-7081151.5433,5569840.8197
82,BS446,6147,Y,St Margarets Bay Rd Before North Green Rd (6147),A,CPD788,700006838,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ4,,PRI2,,,e179dceb-9939-4e35-9f82-0f9de08096b4,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7091082.6799,5564585.6498
84,BS1163,8580,Y,Woodland Ave After Clarke St (8580),A,CPD1393,200000459,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,b5f2e1cf-518c-4b09-8f85-0e2c3e5c8d08,2/22/2017 12:00:00 AM,,,-7077359.9532,5571242.8708
85,BS1479,6047,Y,Ashgrove Ave After Avondale Rd (6047),A,CPD1778,200001353,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,164a0de1-d183-4576-a366-6e4b9f94e1ed,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2022 12:00:00 AM,-7066843.6567,5569773.2801
86,BS3426,2215,Y,Novalea Dr After Normandy Dr (2215),A,CPD3051,300000243,TRBSAC,TRANSIT,XY,10/21/2021 3:12:49 PM,7/11/2023 11:33:03 AM,INS,10/19/2021 12:00:00 AM,Y,SWZ6,RB,PRI2,,"Stops Surface is Concrete Pad, Sidewalk or Asphalt",3c695574-6bc0-4866-9f1d-392521d2940d,11/22/2021 12:00:00 AM,,,-7080862.5383,5569570.1439
87,BS542,6366,Y,Caledonia Rd Before Roleika Dr (6366),A,CPD77,200001655,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,SHELTER,ca5ae4c5-2345-4a79-aab2-013d8c69ad29,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2014 12:00:00 AM,-7072207.6184,5572446.7488
88,BS975,8206,Y,Robie St Before Cunard St (8206),A,CPD167,700004822,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,HRM1,R3,PRI2,,SHELTER,01c1afa8-57aa-43c9-aa85-f30b3d19ea34,2/22/2017 12:00:00 AM,,1/1/2014 12:00:00 AM,-7079003.7828,5566589.3615
89,BS2155,6562,Y,Dentith Rd Opposite Lewis St (6562),A,CPD2162,300002585,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ4,,PRI2,,,0b36cfba-3249-41e4-83a4-f57c2b5b4e24,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7082219.8555,5561091.8223
90,BS4472,2365,Y,Spring Ave Before Dorothea Dr (2365),A,CPD3215,,TRBSAC,,XY,11/17/2025 2:33:34 PM,11/17/2025 2:37:15 PM,INS,,Y,,,,,,fa92d42a-b27b-4077-9b43-06e142768def,,,,-7070669.5076,5570660.3601
91,BS1415,8622,Y,Wyse Rd Before Howe St (8622),A,CPD1583,200000304,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R2,PRI2,,,59b90818-3008-400c-b8ed-8106a89446e5,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7078475.6023,5570683.0243
92,BS2425,7465,Y,Pleasant St After Arthur St (7465),A,CPD2401,200000151,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,b6d434b5-16f8-47ea-8c31-940c2c229124,2/22/2017 12:00:00 AM,,,-7074527.2027,5568046.4853
93,BS731,6028,Y,Alderney Dr Before Prince St (6028),A,CPD1051,200000598,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/21/2025 5:51:08 PM,INS,,Y,HRM2,R1,PRI2,,,e29da616-d1db-4211-bcaf-d30ee7056c09,2/22/2017 12:00:00 AM,8/30/2019 12:00:00 AM,1/1/2017 12:00:00 AM,-7076151.58,5568757.2678
94,BS1777,8669,Y,Samuel Danial Dr After Cow Bay Rd (8669),A,CPD1850,200001805,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,1949242e-8c07-49de-9b31-41a0206a7c68,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7064755.1916,5561453.9873
95,BS558,6174,Y,St Margarets Bay Rd After Maplewood Dr (6174),N,CPD877,300002781,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,f043eed2-b32a-43de-8a04-d79aa3337b9c,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7095089.294,5567742.7207
96,BS45,7316,Y,Sackville Dr After Lively Rd (7316),N,CPD553,700011535,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,912e4eeb-f9e0-47fe-ad61-d4927a6bcdbb,2/22/2017 12:00:00 AM,,,-7093946.8426,5589353.8183
97,BS1239,9015,N,Barnes Dr Opposite Civic 675 (9015),N,CPD1596,100001849,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,8804e84b-6af3-42ac-985a-7878efcbb236,10/10/2019 12:00:00 AM,,,-7071608.9703,5601963.9582
98,BS716,6893,Y,Herring Cove Rd After Civic 565 (6893),A,CPD1040,300002661,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/30/2024 5:19:04 PM,INS,1/12/2016 12:00:00 AM,Y,WSZ4,,PRI2,,<Null>,d3c6e63b-d920-413e-b0c8-9ba1dd2db0fc,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7080497.044,5558584.5999
101,BS3534,2302,Y,Flamingo Dr After Dipper Cres (2302),A,,,TRBSAC,TRANSIT,IN,11/21/2023 2:16:58 PM,2/6/2026 5:01:08 PM,INS,11/20/2023 12:00:00 AM,Y,SWZ7,,,SALT,,a37f0604-0a83-41e3-bc7c-53ca42e95dfa,,,,-7086363.1433,5569796.9485
102,BS2192,6115,Y,Barrington St Before North St (6115),A,CPD2187,10434823,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,4/24/2024 1:55:08 PM,INS,,Y,SWZ6,RB,PRI1,,,72897ef5-9ce6-4fce-a86a-f9cf035f0bf6,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7078736.5711,5568140.2286
103,BS1866,8037,Y,Portland St After Eisener Blvd (8037),A,CPD2020,200000735,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,08e22d5f-10bd-4ab0-9dde-57e19db1f273,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7071550.8992,5570010.6838
104,BS649,8135,Y,Quinpool Rd After Connaught Ave (8135),A,CPD1097,300001721,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ5,,PRI2,,,ff33457f-e31c-4db8-b987-45bbec4d495e,2/22/2017 12:00:00 AM,,,-7080370.9889,5565549.455
105,BS107,7294,Y,Sackville Dr At Civic 745 (7294),A,CPD507,700011139,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,5/12/2016 12:00:00 AM,Y,WSZ2,,PRI2,,,6c5fbbe6-3590-4c7a-a951-8f3bca9f0ab2,2/22/2017 12:00:00 AM,,,-7090171.7297,5585858.496
107,BS2756,7478,Y,Washmill Lake Dr After Grandhaven Blvd (7478),A,CPD2713,700008453,TRBSAC,TRANSIT,XY,7/12/2018 12:00:00 AM,3/6/2024 7:01:15 PM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI1,,Surface btwn curb and s/w,b457194e-99d4-4a0e-8468-fb04cbbf66a3,12/17/2018 12:00:00 AM,,,-7087086.3327,5566315.6362
108,BS130,8712,Y,Beaver Bank Rd After Woodbine Dr (8712),A,CPD530,100000606,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,4d141e6a-5340-4e91-8c5f-7375d86d5073,2/22/2017 12:00:00 AM,,,-7089749.8091,5589957.3106
109,BS2411,7451,Y,Pinecrest Dr After Brule St (7451),A,CPD2388,700010388,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,e58d9a0b-8639-440f-b031-bf5f0f1491d8,2/22/2017 12:00:00 AM,,,-7078499.2191,5571856.5533
110,BS2441,7209,Y,Micmac Blvd After Brookdale Cr (7209),A,CPD422,200000819,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,11/30/2016 12:00:00 AM,Y,E2,BLR,PRI2,,SHELTER - STAND ALONE,47d79ffe-6174-4d1b-9c68-aa31a03c22ef,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,1/1/2014 12:00:00 AM,-7075164.8171,5572008.2216
111,BS3212,2069,Y,Hanwell Dr Before Darlington Dr (2069),A,CPD2793,700007897,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI2,,,1eef08ca-f49f-47d0-bbac-4a201076f927,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7093141.4391,5588450.2258
112,BS1840,8226,Y,Rockmanor Dr After Redbank Rd (8226),A,CPD1902,100001203,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,,e83bf198-c7b0-447f-8105-b3586520c803,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7085636.9898,5580498.3289
113,BS411,7263,Y,Mt Edward Rd Before Spring Ave (7263),A,CPD925,200000047,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,2bcc1015-046d-41e3-ae14-e6e852bf4d76,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7071144.5231,5571598.6861
114,BS348,8758,Y,Beaver Bank Rd At Civic 82 (8758),N,CPD623,100000595,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ2,,PRI2,,,d201acbe-13e2-42c8-89c5-bd5eacf0eac5,2/22/2017 12:00:00 AM,,,-7090180.359,5587610.6018
115,BS157,8285,Y,Sinclair St After Prince Albert Rd (8285),A,CPD652,200000805,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,E2,ORR,PRI2,,STAND ALONE,67c497fa-e537-4833-8c5b-0ab3721b4a78,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,,-7074948.2365,5570968.5998
116,BS2132,9023,Y,Bedford Hwy Opposite Moirs Mill Rd (9023),A,CPD2300,700005549,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,,805ea0b3-402d-4982-a229-6147db304c30,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7088523.7454,5576574.7076
117,BS243,8304,Y,South St After Studley Ave (8304),A,CPD674,300002192,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ5,,PRI2,,,e72fa822-8589-48f5-9e28-171bda540a68,2/22/2017 12:00:00 AM,,,-7079077.5858,5564218.7452
118,BS2139,8521,Y,Windmill Rd Before Fernhill Dr (8521),A,CPD348,200000270,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,HRM2,R2,PRI2,,SHELTER,75083a13-c268-4202-a7bc-5741b89a3d1d,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7079597.3954,5571651.1327
119,BS4345,2348,Y,Barrington St Before Cogswell St Bay 2 (2348),A,CPD3144,700013774,TRBSAC,TRANSIT,IN,12/13/2024 4:52:17 PM,2/20/2025 1:33:05 PM,INS,,,,,,,,9c6f288c-1a7c-4fde-ab1a-dfce013f4ebd,,,,-7077305.7172,5566837.8647
120,BS831,6969,Y,Inglis St Before Tower Rd (6969),A,CPD1248,300002213,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ5,,PRI2,,,d5415e77-5ef3-4979-83ba-280fdbf41409,2/22/2017 12:00:00 AM,,1/1/2017 12:00:00 AM,-7077564.8773,5564032.8242
121,BS3170,2043,Y,Old Sackville Rd Before Walker Ave (2043),N,CPD2823,100000572,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI1,,STAND ALONE,9e267af6-d611-47e3-9edc-65eda7fa7de4,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7089985.771,5584709.9947
123,BS1623,8537,Y,Windmill Rd Opposite Dawn Dr (8537),N,CPD1640,200000744,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,E1,ORR,PRI2,,STAND ALONE,6a80afe6-6d20-4791-bbac-faa816161191,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,,-7080849.377,5574748.3061
124,BS2741,6797,Y,Countryview Dr Before Shubie Dr (6797),A,CPD2512,700004376,TRBSAC,TRANSIT,XY,11/28/2017 12:00:00 AM,8/2/2023 11:06:24 AM,INS,,Y,HRM2,R4,PRI2,,,6082e737-5d02-4880-9fe8-a25d0404252b,3/26/2019 12:00:00 AM,9/4/2019 12:00:00 AM,,-7075860.7348,5575365.5997
125,BS856,7401,Y,Oxford St After Coburg Rd (7401),A,CPD1103,300002055,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ5,,PRI2,,,968123dd-ee97-4401-84e0-8e827e9a7e97,2/22/2017 12:00:00 AM,9/30/2019 12:00:00 AM,,-7079568.7724,5564731.0939
126,BS416,6757,Y,Glendale Dr Before Riverside Dr (6757),A,CPD930,100000630,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,ba36eb19-ed8c-4952-876a-3b9537f7e257,2/22/2017 12:00:00 AM,,,-7088913.9022,5586695.8189
127,BS2157,6564,Y,Desmond Ave Before Bayers Rd (6564),A,CPD350,300000997,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RA,PRI2,,SHELTER,c9cafb46-b8c3-4e4f-af1f-c1415c65b417,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7083026.4865,5567336.7256
128,BS2002,7004,Y,Joseph Howe Dr Before Craigmore Dr (7004),A,CPD2081,300001706,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,028dfe54-1ed8-4452-9c7c-e2315685f199,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7082571.3409,5565596.5536
129,BS3222,2081,Y,Old Sackville Rd After Peter Buckley Dr (2081),A,CPD2820,100000137,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI2,,,37d8f215-f0a7-46b7-86a7-40c0516cf719,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7090937.4361,5585524.3701
130,BS4130,7006,Y,Joseph Howe Dr After Clinton Ave (7006),A,CPD3191,700001971,TRBSAC,TRANSIT,IN,10/3/2024 11:08:21 AM,9/17/2025 5:35:08 PM,INS,,Y,,,,,,3f016260-f40e-4aaf-b799-a900c8733a63,,,9/8/2025 3:00:00 AM,-7082357.6696,5565481.3264
131,BS124,8937,Y,Ross Rd After Greenvale Cr (8937),N,CPD524,200000044,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,ae905b6e-3bfe-4026-981f-03d49cc229c6,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7063629.1942,5572019.1259
132,BS2420,7460,Y,Plaza Dr Opposite Eljay Dr (7460),N,CPD2397,200002439,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/18/2017 12:00:00 AM,Y,WSZ1,,PRI2,,STAND ALONE,d5572a2d-c031-45d9-88e8-eac722ebf0d3,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7070542.3754,5571616.2297
133,BS2135,8517,Y,Windmill Rd After Wright Ave (8517),A,CPD2144,700001897,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R3,PRI2,,,76890ec6-08ca-4931-811d-3cc4ca212657,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7080383.2812,5574064.5389
134,BS1345,8819,Y,Lower Water St Before Bishop St (8819),A,CPD1516,300001758,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,9/9/2024 4:30:08 PM,INS,,Y,HRM1,R2,PRI2,,,0176edad-4a45-4d45-9df1-52bdd39fa551,2/22/2017 12:00:00 AM,,,-7076493.9949,5565528.7191
135,BS2037,6395,Y,Horseshoe Lake Dr After Civic 211 (6395),N,CPD1977,700005443,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ4,,PRI2,,STAND ALONE,b90e414c-49e1-4201-813d-94fdc971b516,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7088016.4575,5565284.1763
136,BS16,8914,Y,Hwy 7 Before Narrows Ln (8914),I,CPD478,400000666,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,fb03c1af-b1b3-4aa6-83b4-9b0974b53c4d,10/10/2019 12:00:00 AM,,,-7047561.0619,5580339.3476
137,BS3261,2166,Y,Alabaster Way After Lier Rg (2166),A,CPD2913,700010566,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ4,,PRI2,,,1ae703eb-d304-4007-823e-85b8080578b7,10/10/2019 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2019 12:00:00 AM,-7080114.5657,5559667.3417
138,BS1902,8105,Y,Purcells Cove Rd Opposite Civic 3101 (8105),I,CPD2115,300003051,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,1024229d-c034-4763-8ad1-022272213ded,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7076156.5971,5559961.5763
139,BS3164,2037,Y,Old Sackville Rd Before Lynn Ct (2037),A,CPD2836,100000214,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI2,,,4f1960e3-5477-411f-9ac5-90387842abee,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7087770.7933,5582874.3389
140,BS770,6235,Y,Bedford Hwy After Convoy Run (6235),A,CPD105,100001794,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ3,,PRI2,,SHELTER,fecebf4d-98f4-4a23-910f-1ca2ab087623,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2016 12:00:00 AM,-7088199.4425,5577301.319
142,BS979,7008,Y,Joseph Howe Dr At Civic 2668 (7008),A,CPD1204,700001971,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,f57b87f8-c3e2-456d-ae25-b0285b437c19,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7082344.6681,5565451.9804
143,BS1669,8243,Y,Rosedale Ave Before Dutch Village Rd (8243),N,CPD1929,300001017,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,12/22/2025 6:49:48 PM,INS,,Y,W3,BLR,PRI2,,STAND ALONE,c55bb819-b3c6-4f6a-9472-ce49049423ae,2/22/2017 12:00:00 AM,1/28/2020 12:00:00 AM,,-7083595.3369,5567394.5692
144,BS2642,8383,Y,Thistle St After Beech St (8383),N,CPD2538,200000622,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,3/18/2026 11:48:58 AM,INS,,Y,HRM2,R1,PRI2,,,3a5bcf42-8534-4eb0-ba72-26e273384987,2/22/2017 12:00:00 AM,8/30/2019 12:00:00 AM,,-7076338.7007,5570445.2577
146,BS1650,8241,Y,Ronald Smith Ave After Ilsley Ave (8241),A,CPD300,700004091,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,HRM2,R3,PRI2,,SHELTER,7b4158af-50ea-46b5-a4f9-95b52f1db47e,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7078228.7948,5574269.2603
147,BS1572,6464,Y,Colby Dr At Civic 239 (6464),A,CPD1740,200001290,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,5/12/2016 12:00:00 AM,Y,WSZ1,,PRI2,,,6a120dc4-66ea-4ae5-add8-a9fa07fa24c7,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7066340.8345,5568973.292
149,BS2286,7475,Y,Main Rd Before Avenger Pl (7475),A,CPD2342,200000222,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,f0e4ea56-5489-4ea8-8dc9-957914b866c6,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7070686.4338,5563150.6626
150,BS2641,9005,Y,Millwood Dr At Millwood High School (9005),A,CPD2546,100000728,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ2,,PRI2,,,013045b5-3d0c-4c48-bd47-7198e7f75c0a,2/22/2017 12:00:00 AM,,1/1/2015 12:00:00 AM,-7092097.9358,5588549.0729
152,BS783,6199,Y,Bayers Rd Opposite Vaughan Ave (6199),A,CPD112,700004909,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RA,PRI2,,SHELTER,473d79ca-3320-48ae-a963-9b1cc1445cd3,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,1/1/2016 12:00:00 AM,-7081984.5512,5566901.616
153,BS736,6033,Y,Arklow Dr After Ashley Dr (6033),A,CPD1055,200002965,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,b6fccb67-f8a5-446f-ad58-495cd9cd35d1,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2022 12:00:00 AM,-7066931.8645,5570975.6106
154,BS999,7116,Y,North Preston Rd After Smith Ln (7116),N,CPD1310,700003164,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,14f24f5e-2943-43c4-afba-d193a56f6508,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7064863.3894,5580881.7373
156,BS1079,8864,Y,Wright Ave Before Burbridge Ave (8864),A,CPD1450,700006679,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R4,PRI2,,,6604ed26-7d6a-4dcb-b7db-b05802e780d5,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7077078.429,5575983.6074
157,BS1166,8583,Y,Woodland Ave After Pine Hill Rd (8583),A,CPD1396,200002034,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,02d5bf42-2718-49b6-8476-6a0517bfcf99,2/22/2017 12:00:00 AM,,,-7077228.7957,5571396.0474
158,BS2760,2014,Y,Knightsridge Dr Before Dunbrack St (2014),A,CPD2703,300002983,TRBSAC,TRANSIT,XY,7/12/2018 12:00:00 AM,7/11/2023 11:33:03 AM,INS,6/15/2018 12:00:00 AM,Y,SWZ7,,PRI2,,"Surface btwn curb & s/w, 2 pads due to sidewalk obstructions",d13aa102-1e58-41a6-9b85-fb8fc65492eb,12/17/2018 12:00:00 AM,9/27/2019 12:00:00 AM,,-7086783.4381,5569817.74
